name,description,key_skills,experience_id,premium,employer_name,salary_from,salary_to,salary_gross,salary_currency,area_name,published_at
Android разработчик,"<p>Наша компания с 2012 года занимается разработкой и внедрением программных продуктов для бизнеса и сотрудничает с крупными российскими и европейскими заказчиками. Мы приглашаем в свою команду Android разработчика для работы над уникальными и интересными проектами.</p> <p><strong>Над чем предстоит работать:</strong><br />- Разработка приложений для мобильной платформы Android;<br />- Участие в развитии мобильных технологий в компании.</p> <p><strong>Требования:</strong><br />- Отличное знание языка Java/Kotlin и опыт его использования в Android;<br />- Отличное знание Android API;<br />- Знание классических алгоритмов и структур данных;<br />- Знание ORM;<br />- Опыт работы с клиент-серверной синхронизацией на Android;<br />- Опыт работы с системами контроля версия (Git).</p> <p><strong>Будет плюсом:</strong><br />- Опыт написания unit тестов.<br />- Наличие разработанных приложений в Play Market.<br />- Наличие аккаунта на GitHub.</p> <p><strong>Плюсы работы у нас:</strong><br />- Возможность работать над уникальными проектами и передовыми технологиями.<br />- Опытные и дружные коллеги, готовые научить вас новым трендам в IT-индустрии и прийти на помощь в трудную минуту.<br />- Возможность обучения и развития за счет компании.<br />- Отличные перспективы для карьерного роста.<br />- Работа в стабильной компании.</p>","Java
Android
ORM
HTTP
Kotlin",between1And3,False,Аксета,40000.0,70000.0,False,RUR,Краснодар,2019-01-15T09:06:26+0300
Инженер сервисного центра,<strong>Обязанности:</strong> <ul> <li>Ремонт и обслуживание оргтехники</li> <li>Заправка картриджей</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы обязателен</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное трудоустройство</li> <li>Работа в центральном районе</li> </ul>,"заправка картриджей
Ремонт ПК
Обслуживание оргтехники",between1And3,False,ПринтСервис-Юг,25000.0,45000.0,False,RUR,Сочи,2019-01-15T14:35:41+0300
Руководитель проектов 1С,"<p><strong>Мы лидирующий франчайзи 1С в Санкт-Петербурге по темпам роста.<br />Мы занимаем 6 место по России в рейтинге 1С:БыстроРастущих франчайзи.</strong></p> <p>В связи с этим мы ищем Руководителя проектов 1С.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Работа на крупных проектах по внедрению 1С:ERP (длительность проектов 9 месяцев - 2 года) по собственной технологии ведения проектов. Внедрение в соответствии с базовой логикой системы (не с &quot;бух.учёта&quot;)</li> <li>Руководство проектной командой (3-6 человек)</li> <li>Работа с клиентами, которые понимают, что они автоматизируют и зачем им это нужно (бизнес со смыслом)</li> <li>Участие в преселах, взаимодействие с заказчиком по ходу всего проекта</li> </ul> <p>Мы - Agile. Работаем по Waterfall, Scrum, живём по Канбан, учитываем задачи в EasyRedmine</p> <p><br /><strong>Наш кандидат имеет:</strong>:</p> <ul> <li>Опыт участия в проектах внедрения 1С:ERP в роли ведущего аналитика / руководителя проектов / архитектора в компаниях - франчайзи или производственных компаниях (&quot;у заказчика&quot;)</li> <li>Приветствуются сертификаты 1С.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Официальное трудоустройство, &quot;белая&quot; заработная плата</li> <li>Высокий оклад, который не зависит от коммерческой загрузки + премия по результатам проекта + надбавка за сертификаты 1С</li> <li>График 5/2, возможность гибкого рабочего времени</li> <li>Офис в центре города (10 минут пешком от м. Гостиный двор / Невский проспект)</li> <li>Внутреннее и внешнее обучение за счёт компании</li> <li> <p>Оплата переработок. Переработки бывают редко.</p> </li> <li>Недорогая столовая в здании бизнес-центра</li> <li>Активная корпоративная жизнь, праздники, выезды, подарки</li> <li> <p>Отсутствие дресс-кода, но мы за аккуратность, уместность и стиль</p> </li> </ul>","1C:ERP
1C:Руководитель проектов",between1And3,False,АртАйТи,100000.0,140000.0,False,RUR,Санкт-Петербург,2019-01-18T17:55:06+0300
Ведущий Frontend разработчик,"<p><strong>О нас</strong></p> <p>Компания занимается разработкой и продажей программного обеспечения для компаний-брокеров валютного рынка. Мы работаем с клиентами со всего мира. За все время существования компании наш продукт выбрали более сотни компаний, которые сейчас ведут успешный бизнес. Поскольку компания все время расширяется нам нужны хорошие, талантливые разработчики, которые помогут нам решать задачи, которых становится все больше. Мы следим за новыми технологиями, всю разработку ведем через git, используем GitLab, пишем автоматические тесты и стараемся писать хороший, легко читаемый код. Если что-то у Вас не будет получаться - мы всегда поможем. Мы не требуем от кандидата знания и опыта работы со всеми используемыми нами технологиями - всё приходит с опытом! Но желание развиваться профессионально, изучать новое - будет огромным плюсом.</p> <p> </p> <p><strong>Обязанности специалиста:</strong></p> <ul> <li>Разработка новых и поддержка текущих программных продуктов компании</li> <li>Оптимизация и рефакторинг написанного кода</li> <li>Распределение задач между разработчиками</li> <li>Code review выполненных задач</li> <li>Взаимодействие с командой тестирования</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт разработки frontend частей приложений от 3 лет</li> <li>Хорошее знание JavaScript или ReactJS</li> <li>Хорошее знание HTML5, CSS3, опыт кроссплатформенной вёрстки</li> </ul> <p><strong>Преимуществом будет:</strong></p> <ul> <li>Знание ReactJS</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>Оформление согласно ТК РФ</li> <li>Работу в молодом и дружном коллективе</li> <li>Перспективы профессионального роста</li> <li>Регулярные корпоративные мероприятия</li> <li>Рабочий день с 9 или 10 часов, сокращенный день в пятницу и обед в любое время.</li> <li>Офис в центре города рядом с набережной реки Кама.</li> <li>Чай, кофе, печенье всегда в наличии</li> </ul>","AngularJS
JavaScript
Git
CSS
HTML5
CSS3
Ajax",between1And3,False,ЮТИП Технологии,65000.0,100000.0,False,RUR,Пермь,2019-01-24T07:39:40+0300
Мобильный сервисный инженер технической поддержки,"<strong>Обязанности:</strong> <ul> <li>Настройка, мелкий ремонт и обслуживание компьютеров, принтеров, контрольно-кассовой техники, видеонаблюдения на территории клиента (только юр. лица)</li> <li>Оформление отчетности;</li> <li>Доставка расходных материалов;</li> </ul> <strong>Требования:</strong> <ul> <li>Базовые знания компьютерного &quot;железа&quot;;</li> <li>Понимание принципов построения сетей;</li> <li>Навыки блочного ремонта техники;</li> <li>Наличие собственного автомобиля;</li> </ul> <p><strong>Условия:</strong></p> <ul> <li><strong>работа разъездного характера на своей машине (ГСМ, амортизация),</strong></li> <li>желание развивать технические компетенции,</li> <li>работа в команде,</li> <li>только белая заработная плата,</li> <li>официальное трудоустройство по ТК РФ,</li> <li>график работы 5/2,</li> <li>работа рядом с домом,</li> <li>стремление развиваться и обучаться в успешной Компании.</li> </ul> <p>Присоединяйтесь к нашей команде, отправляйте резюме прямо сейчас!</p>","Ремонт ПК
Настройка ПК
Настройка ПО
Настройка сетевых подключений
Администрирование сетевого оборудования
Техническое обслуживание
Водительское удостоверение категории B
Настройка серверов
Системы видеонаблюдения
Driving Licence B",noExperience,False,"Принтград, ГК",50000.0,75000.0,True,RUR,Видное,2019-01-24T11:35:26+0300
Web-программист,"<p><strong>Должностные обязанности:</strong></p> <ul> <li>Разработка и поддержка Front-end функционала как новых проектов (сайты и LP), так и существующих.</li> <li>Работа над интеграциями с внешними сервисами.</li> <li>Использовать в работе общепризнанные стандарты программирования.</li> <li>Работа с Дизайном</li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li><strong>Web-разработчик:</strong> <ul> <li>Кроссбраузерная и адаптивная верстка, работа с текущими сайтами и LP, верстка новых LP и сайтов.</li> <li>Php уверенное знание</li> <li>Javascript – уверенное знание (JQuery, JSON), опыт от 2х лет.</li> <li>Знание стандартов ES 2015-2016+</li> <li>Опыт работы с графикой - Photoshop, базовые знания</li> <li>Умение прогнозировать сроки и работать самостоятельно и в команде.</li> </ul> </li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Наша компания занимает одно из лидирующих мест по установке противоугонных комплексов на автомобили бизнес и премиум класса (более 20-ти лет на рынке).</li> <li>Комфортный офис, современная техника.</li> <li>График работы 5/2;</li> <li>Испытательный срок;</li> <li>Место работы: метро &quot;Улица 1905 года&quot;.</li> </ul>","Adobe Photoshop
JavaScript
HTML5
MySQL
PHP5
Bootstrap
CMS Wordpress
CSS3",between1And3,False,Спринг - Охранные Системы,80000.0,80000.0,False,RUR,Москва,2019-01-26T18:23:17+0300
Технический специалист,"<strong>Обязанности:</strong> <ul> <li>настройка компьютерного оборудования</li> <li>настройка сетевого оборудования</li> <li>помощь в настройке и эксплуатации программно-аппаратного комплекса</li> <li>обслуживание офисного компьютерного оборудования</li> <li>установка и настройка программного обеспечения</li> <li>саморазвитие и обучение</li> <li>повышение уровня квалификации и уровня технических знаний</li> <li>помощь в подготовке технической документации</li> </ul> <strong>Требования:</strong> <ul> <li>технический склад ума</li> <li>технические знания аппаратной составляющей компьютерного оборудования</li> <li>опыт работы и навыки в операционных системам Windows (*nix приветствуется)</li> <li>опыт работы с офисным компьютерным оборудованием</li> <li>базовое понимание принципов работы компьютерных сетей</li> <li>знание русского языка - свободный разговорный, свободное чтение документации</li> <li>знание английского языка - на уровне чтения технической документации</li> </ul> <strong>Условия:</strong> <ul> <li>полный рабочий день</li> <li>официальное трудоустройство</li> <li>работа в офисе</li> </ul>","желание учиться и развиваться
самообучение
желание достигать поставленных целей
честность
открытость
Ответственность",between1And3,False,Группа компаний NIHOL,1000000.0,2000000.0,True,UZS,Ташкент,2019-01-31T13:32:11+0300
Администратор активного оборудования,"<p> </p> <p><strong>Основные обязанности:</strong></p> <ul> <li> <p>Обеспечивать работоспособность активного сетевого маршрутизирующего и каналообразующего телефонного оборудования опорной и городской сети филиала, вести мониторинг его состояния;</p> </li> <li>Своевременно выполнять техническое обслуживание и необходимые профилактические работы;</li> <li>В случае возникновения сбоев в работе закрепленного оборудования и сопутствующих систем в установленном порядке документировать сбои и вызвавшие их причины;</li> <li> <p>Принимать меры по устранению сбоев и их последствий, к предотвращению дальнейшего их возникновения;</p> </li> <li> <p>Принимать участие в разработке перспективных и годовых планов и графиков работы технического обслуживания, ремонта и испытаний оборудования, аппаратуры;</p> </li> <li> <p>Участвовать в приемке и освоении вновь вводимого в эксплуатацию оборудования, обеспечивать выполнение работ по конфигурированию и инсталляции;</p> </li> <li> <p>Совместно со специалистами других служб обеспечивать развитие и внедрение новых услуг для абонентов филиала;</p> </li> <li> <p>Выполнять планово-профилактические работы (ППР), согласно установленному графику, и предоставлять отчетность по итогам их проведения.</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Образование высшее техническое ;</li> <li>Знание протокола TCP/IP;</li> <li>Опыт работы с сетевым оборудованием(коммутаторы, маршрутизаторы);</li> <li>Ответственность, стрессоустойчивость, коммуникабельность;</li> <li>Приветствуется опыт работы в телекоммуникациях.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство в соответствии с ТК РФ;</li> <li>График работы 5/2;</li> <li>Перспективы профессионального роста;</li> <li>Работа в команде профессионалов.</li> </ul> <p> </p>",TCP/IP,between1And3,False,ЭР-Телеком,35632.0,35632.0,True,RUR,Набережные Челны,2019-01-31T14:37:59+0300
Ведущий программист C++/Qt,"<strong>Обязанности:</strong> <ul> <li>Разработка программного обеспечения промежуточного уровня для управления специальным оборудованием (считыватели паспортно-визовых документов, сканеры отпечатков пальцев, видеокамеры и т.п.) для прикладных систем работы с документами и биометрических систем.</li> <li>Разработка программного обеспечения для управления сложными программно-аппаратными комплексами.</li> </ul> <strong>Требования:</strong> <ul> <li>Хорошие знания и опыт работы с C/C++, Qt, MySQL, Linux</li> <li>Хорошее понимание ООП</li> <li>Опыт проектирования и разработки кросс-платформенных решений, многопоточных приложений</li> <li>Знание сетевых протоколов</li> <li>Навыки работы с системами контроля версий (Git, SVN, CVS)</li> <li>Умение вести проекты в системах управления задачами (redmine, JIRA)</li> <li>Умение работать в команде, формулировать задачи другим разработчикам и контролировать их выполнение</li> <li>Чтение документации и ведение переписки на английском языке</li> <li>Желание разбираться в предметной области</li> </ul> <p><strong>Преимущество:</strong></p> <ul> <li>Практика работы с криптографией, знание биометрических технологий, знание международных стандартов работы с электронными документами удостоверяющими личность.</li> </ul> <strong>Условия:</strong> <ul> <li>Испытательный срок 3 месяца</li> </ul>","ООП
C/C++
Qt
Git
Linux
MySQL",between3And6,False,СовТехСнаб,120000.0,160000.0,True,RUR,Санкт-Петербург,2019-02-01T19:29:33+0300
Senior Python/Django,"<p>В век высоких скоростей и больших возможностей цена времени высока. Поэтому особенно жалко его тратить на поездки в офис и обратно, стояние в пробках на улицах больших городов. У жителей небольших населённых пунктов преград на пути к достойной работе даже больше – длительные поездки из области, необходимость релокации, аренды жилья, расставание с друзьями и близкими.</p> <p>Такие способы потратить свои силы, время и жизнь нельзя назвать рациональными. Так, например, если на дорогу уходит 1-2 часа в день, то в год выходит от 10 дней до 3-х недель – полноценный отпуск. А стоимость аренды жилья из расчета 30 тысяч рублей в месяц или 360 тысяч рублей в год позволяет достойно провести этот дополнительный отпуск в теплых странах или на горнолыжных курортах.</p> <p>Мы решили отказаться от стереотипа, что работа должна совершаться в офисе и выстроили свои процессы так, чтобы доставлять работу туда, где её удобно выполнять. Всё что нужно от специалиста – компьютер и стабильный доступ в Интернет, хотя бы на скорости LTE.</p> <p>Если же вам не сидится на месте, Вы любите путешествовать или зимовать там, где теплее, то наше предложение понравится Вам ещё больше! Мы ценим любознательных и увлечённых людей и нам не важно в какой точке земного шара Вы находитесь. Главное – участвовать в периодических командных созвонах и своевременно выполнять запланированную работу. Кстати, путешествовать, когда это не делает основная масса туристов, существенно дешевле. Попробуйте!</p> <p>Хотите работать меньше 40 часов в неделю – не стесняйтесь, говорите прямо и мы предложим Вам особые условия. В 2018 году мы вошли в тройку компаний с наилучшими условиями для работы в своей весовой категории (https://rb.ru/list/top-it-companies). Приходите и убедитесь сами!</p> <p>Теперь несколько слов о том, что и как мы делаем. Наша компания занимается заказной разработкой. И наш основной профиль и экспертиза – информационные системы для дистрибуции медиаконтента в Интернете. Конечно, мы хорошо умеем делать и другие штуки. Есть опыт создания специализированных CRM, крупных информационных комплексов, автоматизирующих бизнес-процессы, множества сервисов разной направленности. Умеем работать с высокой нагрузкой. Чтобы быть эффективнее, мы стремимся унифицировать технологический стек, постоянно подбираем и оттачиваем удобные инструменты – в нашем арсенале сейчас Python/Django, Vue.js, PostgreSQL и RedisDB, RabbitMQ и Celery, Docker. Разработку ведем проектными командами в рамках гибкой методологии с использованием Redmine, Jira и GitLab.</p> <p>Мы ищем опытного специалиста, отлично владеющего Python и Django и готового стать ключевым экспертом в одной из наших проектных команд. А мы готовы платить за это от 130 до 200 тысяч рублей в месяц. Если Вам захотелось познакомиться с нами поближе, расскажите немного о себе.</p> <p>И последнее, о чём хотелось бы упомянуть. Отрасль коммерческой разработки бурно растет и даже не думает замедляться. Наша компания растет вместе с ней. Если у вас есть цель развиваться и хорошо зарабатывать – давайте сотрудничать. Активно участвуйте в нашем росте и ваши инициативы окупятся сполна.</p>","Python
Django Framework
PostgreSQL
SQL
ООП
Docker
Git
Redis
RabbitMQ
Celery",between3And6,False,ДЖАСТ ВОРК,130000.0,200000.0,True,RUR,Нижний Новгород,2019-02-12T10:59:05+0300
Специалист по защите информации,<strong>Обязанности:</strong> <ul> <li>Администрирование сети VipNet</li> <li>разработка организационно-распорядительной документации в сфере защиты информации</li> <li>методическая помощь администраторам подведомственных организаций по вопросам защиты информации;</li> <li>установка и настройка средств защиты информации</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование</li> </ul> <strong>Условия:</strong> <ul> <li>Полный рабочий день с 08.00 до 17.00</li> <li>Соц. пакет</li> </ul>,"Средства защиты от несанкционированного доступа
Средства криптографической защиты информации
Информационная безопасность",noExperience,False,Медицинский информационно-аналитический центр,24000.0,32000.0,False,RUR,Горно-Алтайск,2019-02-14T11:10:25+0300
Веб-розробник / Front-end developer,"<strong>Обов&#39;язки:</strong> <ul> <li><strong>Розробка, супровід та технічне обслуговування Інтернет-магазинів орієнтованих на ринок США та Європи</strong></li> </ul> <strong>Вимоги:</strong> <ul> <li>Хороший рівень володіння HTML / CSS</li> <li>Досвід роботи з CMS Wordpress від 1 року</li> <li>Досвід написання теми з нуля (з готового макета HTML / CSS)</li> <li>Базові знання PHP, MySQL достатні для роботи з WP</li> <li>Уміння працювати з готовими темами</li> <li>Уміння роботи із плагінами</li> <li>Досвід передачі сайтів і баз даних (ftp / ssh, phpMyAdmin)</li> <li>Досвід роботи з SVN, GIT</li> <li>Досвід роботи з чужим кодом і вміння його розуміти</li> <li>Володіння англійською мовою не нижче рівня B1</li> <li>Вітається володіння Javascript, jQuery</li> <li>Вітаються володіння Photoshop та CorelDraw, та дизайнерські навички</li> <li>Вік 20−30 років.</li> </ul> <strong>Умови:</strong> <ul> <li>Повна зайнятість</li> <li>Робочий графік: 14:00 - 23:00 (12:00 - 21:00). Година на обід включена</li> <li><strong>Стажування оплачується</strong></li> <li>Оплата здійснюється як в національній валюті, так і в $. Розмір залежить від<strong> досвіду та навичок:</strong> <ul> <li>Початковий рівень: 8.000−12.000 грн.</li> <li>Середній рівень (досвід та наявне портфоліо): 12.000 — 16.000 грн.</li> <li>Високий рівень (досвід + навички дизайну): 16.000 — 20.000 грн.</li> </ul> </li> </ul>","CorelDRAW
Английский язык
Adobe Photoshop
HTML
CSS
Пользователь ПК
JavaScript
PHP
MySQL
Графический дизайн
C++
Git
Работа в команде
CMS Wordpress
SVN",between1And3,False,ФОП Красновський Олександр Володимирович,8000.0,20000.0,False,UAH,Тернополь,2019-02-17T01:48:29+0300
Инженер-проектировщик по слаботочным системам,"<p>Компания ООО ЕКОНС-РУС специализируется на пожарной безопасности и системах оповещения, контроля доступа, видеонаблюдения и BMS. Уполномоченный поставщик магистральных сетей, СКС, волоконно-оптических линий связи (ВОЛС).</p> <p>В связи с расширением бизнеса мы набираем в команду активных и целеустремленных специалистов, желающих развиваться и развивать компанию вместе с нами.</p> <p>Основные задачи:</p> <ul> <li>Проектирование систем безопасности зданий: систем контроля и управления доступом, видеонаблюдения и охранной сигнализации</li> <li>Создание проектной документации на всех стадиях ведения проекта (стадии П, Р, И) с нуля в соответствии с российскими нормами и требованиями СНиП и ГОСТ, взаимодействие с заказчиком по вопросам создания проектной документации.</li> <li>Создание сметы проекта и ведение тендерных мероприятий.</li> <li>Программирование и запуск указанных выше систем. Организация работ по установке и управление персоналом на объекте.</li> </ul> <p>Требования:</p> <ul> <li>Уверенные навыки использования систем проектирования и черчения, AutoCAD.</li> <li>Хорошие знания компьютера и офисных приложений.</li> <li>Опыт работы минимум с одним из указанных производителей систем обеспечения зданий BOSCH или SIEMENS - большой плюс.</li> </ul> <p>Условия</p> <ul> <li>Уровень заработной платы будет определён по результатам собеседования.</li> <li>Гибкий график работы.</li> </ul>","Проектирование и монтаж пожарной сигнализации
AutoCAD
Управление проектами
Проектная документация
Ведение переговоров
Технический контроль производства
Техническая эксплуатация
Системы видеонаблюдения
Электрические системы и слаботочные системы
MS Outlook
проектирование СКУД
проектирование СКС
Системы охранно-тревожной сигнализации
Проектирование ЛВС",between1And3,False,ЕКОНС,30000.0,60000.0,False,RUR,Москва,2019-02-18T13:17:16+0300
Менеджер по согласованию территории,"<strong>Обязанности:</strong> <ul> <li>работа с ТСЖ и Домоуправляющими компаниями;</li> <li>урегулирование конфликтов с жильцами многоквартирных домов возникающих во время проведения модернизации на жилфонде;</li> <li>контроль строительно-монтажных работ на объектах;</li> <li>исполнение обязательств перед балансодержателями (оплата по договорам, подготовка и сбор документации);</li> </ul> <strong>Требования:</strong> <ul> <li>навыки ведения переговоров;</li> <li>опыт общения с управляющими компаниями и ТСЖ желателен;</li> <li>грамотная речь.</li> </ul> <strong>Условия:</strong> <ul> <li>работа в крупном Федеральном Холдинге;</li> <li>официальное трудоустройство;</li> <li>оклад+премия;</li> <li>возможность профессионального и карьерного роста.</li> </ul>","Навыки коммуникации
Деловая коммуникация
Ведение переговоров
Урегулирование конфликтов",noExperience,False,ЭР-Телеком,25000.0,45000.0,True,RUR,Воронеж,2019-02-18T17:07:12+0300
Middle and Senior Backend Developer,"<p><strong>Обязанности</strong>:</p> <ul> <li>Разработка и сопровождение масштабируемой микросервисной архитектуры на Go</li> <li>Покрытие кода тестами</li> <li>Code review, refactoring</li> </ul> <p><strong>Мы ждем от Вас</strong><strong>:</strong></p> <ul> <li>Опыт в Back-End от 4 лет</li> <li>Опыт работы с Go от 1 года</li> <li>Знание стандартов и понимание принципов написания чистого кода на Go</li> <li>Успешный опыт разработки микросервисов</li> <li>Понимание REST, JSON RPC, WebSockets</li> <li>Знание одного или более языков программирования (Node.js/C++/Rust/PHP).</li> <li>Опыт работы с SQL, NoSQL, in-memory базами данных: PostgreSQL, Redis, memcached, Tarantool</li> <li>Твердые знания Linux систем</li> <li>Опыт работы с системами управления версий (GIT)</li> <li>Опыт разработки и запуска высоконагруженных сервисов</li> <li>Знания основ: структур данных, алгоритмов, шаблонов проектирования</li> <li>Умение решать нестандартные задачи</li> <li>Уровень английского: Upper-Intermediate.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Портфолио или аккаунт в GitHub/CodePen/JSFiddle/StackOverflow и пр.;</li> <li>Понимание принципов Agile</li> </ul> <p> </p> <p> </p> <p> </p>","Go
REST
JSON RPC
WebSockets
Node.js
C++
Rust
PHP
SQL
NoSQL
PostgreSQL
Redis
Memcached
Tarantool
Linux
Git
Agile Project Management",between1And3,False,Vanguard Training Center,300000.0,700000.0,False,KZT,Алматы,2019-02-28T10:25:49+0300
Системный аналитик,"<strong>Обязанности:</strong> <ul> <li>Участие в процессе разработки продукта, от создания до развертывания в коммерческую эксплуатацию</li> <li>участие в интервьюировании бизнес-экспертов и пользователей информационных систем на предмет изучения текущих принципов организации бизнес-процессов;</li> <li>изучение и систематизация документации по проекту в части выделения процессов, подлежащих автоматизации;</li> <li>подготовка документации по описанию сущностей, взаимосвязей и процессов предметной области с использованием специальных нотаций;</li> <li>участие в постановке задач и разработке технического задания;</li> <li>сбор, анализ и документирование функциональных требований к программному обеспечению</li> <li>участие в подготовке схем тестирования функционала для выявления отклонений от сформулированных бизнес-требований и функциональных требований;</li> <li>участие в тестировании прототипа разрабатываемой системы</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование</li> <li>Опыт разработки технических заданий</li> <li>Соблюдение сроков разработки</li> <li>Базовые навыки программирования</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в центре Москвы</li> <li>полный рабочий день</li> <li>Оформление по ТК</li> <li>Размер заработной платы по результатам собеседования</li> </ul>","MS Project
Управление проектами
MS Visio
Оптимизация бизнес-процессов
MS SQL
SQL",between1And3,False,Софтинг,80000.0,110000.0,True,RUR,Москва,2019-03-01T11:47:55+0300
Менеджер проектов,"<strong>Обязанности:</strong> <ul> <li>Курировать IT проекты</li> <li>Составлять Коммерческие предложения</li> <li>Контролировать и улучшать оценки удовлетворенности Клиентов</li> <li>Организовывать проекты и проектные группы внутри команды</li> <li>Заносить результаты работы в CRM систему</li> <li>Контролировать выполнение компанией договорных условий с клиентами</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт работы с клиентами, желательно B2B</li> <li>Общительность и позитивность</li> <li>Навыки организации работы команды</li> <li>Навыки ведения успешных переговоров с клиентами и коллегами</li> <li>Пунктуальность в работе</li> </ul> <strong>Условия:</strong> <ul> <li>График работы 5/2 (9:00 - 18:00) / (10:00 - 19:00)</li> <li>Заработная плата на время испытательного срока до 50 000 руб.</li> <li>Корпоративные мероприятия за счет компании</li> <li>Оформление по ТК РФ, оплата отпуска, больничного листа</li> <li>Бонусы за успешное выполнение обязанностей с первого же дня</li> <li>Чай, кофе,вкусняшки</li> </ul> <p> </p> <ul> <li> <p><strong>БУДЕТ ПЛЮСОМ ДЛЯ КАНДИДАТА:</strong></p> </li> <li>Понимание принципов работы аутсорсинга</li> <li>Опыт работы в IT сфере</li> </ul>","Управление проектами
Ведение переговоров
Оптимизация бизнес-процессов
Управление персоналом
Мотивация персонала
Подготовка коммерческих предложений
Ведение активных клиентов
Оценка потребностей клиентов
Маркетинговый анализ",noExperience,False,Бенеком,35000.0,50000.0,False,RUR,Москва,2019-03-01T14:12:41+0300
Head of DevOps (DevOps архитектор),"<p><strong>О проекте:</strong></p> <ul> <li>Компания на рынке более 10 лет (головной офис - Россия)</li> <li>Продукт: сервис по управлению интеллектуальной собственностью в России, СНГ и Европе, компания выходит на международный рынок</li> <li>Пользователи: авторы и компании (в т.ч. лейблы, издательства)</li> <li>Представляет собой несколько сервисов по управлению авторскими и смежными правами (музыка, видео, тексты, научные статьи и пр.) для автоматизации хранения, использования, монетизации: <ul> <li>распределённая база данных интеллектуальной собственности,</li> <li>блокчейн биржа для осуществления сделок, краудинвестинговая платформа,</li> <li>система антипиратского софта (алгоритмы сопоставления, нейросети, краулер для индексации интернета),</li> <li>CRM система для автоматизации сбора вознаграждения,</li> <li>сеть мониторинга теле-радиовещательных компаний и др.</li> </ul> </li> </ul> <p><strong>Стек технологий:</strong></p> <ul> <li>Проект мигрирует на новый стек: OS Debian/Ubuntu, Solar, Docker/Kubernetes, PostgresSQL, PHP/Laravel, Go, ElasticSearch, Grafana, Ansible, Jira</li> <li>В настоящий момент на проекте также используется: Gitlab, Jenkins, Proxmox, VMware, ESXi, Nginx, Perl, FreeBSD</li> <li>Серверы - 20 железных машин, виртуальные - 300+</li> <li>Планируется поднятие зеркальной площадки за рубежом</li> <li>Объёмы данных - 300+ террабайт, масштабирование</li> <li>Нагрузки - 100-200 уникальных пользователей в день</li> <li>Пиковые нагрузки - десятки террабайт контента</li> <li>DevOps команда - 5 чел., планируется рост до 10+ чел.</li> </ul> <p><strong>Задачи, которые предстоит решать:</strong></p> <ul> <li>Аудит и оптимизация существующей инфраструктурной архитектуры, технологий и ресурсов. Участие в выборе технологий</li> <li>Выстроить процесс, внедрить грамотную систему CI/CD, наладить мониторинг</li> <li>Создать инфраструктурный сервис для автоматизированной выкладки релизов и поддержки инфраструктуры</li> <li>Обеспечить миграцию с одной платформы на другую (FreeBSD =&gt; Ubuntu/Debian)</li> <li>Поднять &quot;железо&quot; и дублирующую площадку за рубежом (Израиль) - зеркалирование, выбор ЦОДа</li> <li>Формирование и управление DevOps командой, координация работы внешнего подрядчика</li> </ul> <p><strong>Мы ожидаем от вас:</strong></p> <ul> <li>Опыт работы в продуктовых IT-компаниях (в качестве Lead/Senior DevOps Engineer, Head of DevOps, DevOps Architect и т.п.), выстраивания процесса взаимодействия с разработкой</li> <li>Опыт выстраивания инфраструктурной архитектуры</li> <li>Понимание принципов микросервисной архитектуры</li> <li>Опыт миграции с одной платформы на другую</li> <li>Опыт балансировки нагрузки при работе с большими распределенными массивами данных</li> <li>Опыт в построении CI/CD</li> <li>Знание и опыт работы с современными технологиями: <ul> <li>UNIX (Linux, FreeBSD)</li> <li>Docker/Kubernetes или другими системами виртуализации и контейнеризации</li> <li>системы мониторинга (Zabbix/Prometheus или др.)</li> <li>системы деплоя конфигурации (Ansible и др.)</li> <li>Nginx</li> </ul> </li> <li>Опыт оптимизации БД, желательно Postgresql (репликация, балансировка, построение кластера)</li> <li>Опыт решения вопросов информационной безопасности</li> <li>Опыт управления командой</li> <li>Желательно знание английского языка на рабочем уровне (взаимодействие с компаниями-партнёрами)</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Уровень дохода 300-350К (готовы обсуждать выше) + премии</li> <li>&quot;Белое&quot; оформление по ТК РФ, оплачиваемый отпуск и больничный</li> <li>Офис в центре Москвы, кухня, столовая</li> <li>График работы - 5/2, начало до 11, иногда возможна работа из дома</li> <li>Командировки - Израиль, Казахстан, Беларусь, Армения (несколько дней примерно раз в полгода)</li> </ul>","DevOps
Docker
Kubernetes
Ansible
CI/CD
Linux
Ubuntu",moreThan6,False,ЮК-Консалтинг,300000.0,350000.0,False,RUR,Москва,2019-03-11T13:03:36+0300
